,file,label_name,label_code
53,../music/NAGABUCHI/mp3_data/しゃぼん玉.mp3,NAGABUCHI,2
54,../music/NAGABUCHI/mp3_data/いつかの少年.mp3,NAGABUCHI,2
55,../music/NAGABUCHI/mp3_data/ふざけんじゃねぇ.mp3,NAGABUCHI,2
56,../music/NAGABUCHI/mp3_data/SUPER STAR.mp3,NAGABUCHI,2
57,../music/NAGABUCHI/mp3_data/僕のギターにはいつもHEAVY GAUGE.mp3,NAGABUCHI,2
58,../music/NAGABUCHI/mp3_data/人間になりてえ.mp3,NAGABUCHI,2
59,../music/NAGABUCHI/mp3_data/GOOD-BYE青春.mp3,NAGABUCHI,2
60,../music/NAGABUCHI/mp3_data/シェリー.mp3,NAGABUCHI,2
61,../music/NAGABUCHI/mp3_data/巡恋歌.mp3,NAGABUCHI,2
62,../music/NAGABUCHI/mp3_data/勇次.mp3,NAGABUCHI,2
63,../music/NAGABUCHI/mp3_data/Captain of the Ship.mp3,NAGABUCHI,2
64,../music/NAGABUCHI/mp3_data/俺らの家まで.mp3,NAGABUCHI,2
65,../music/NAGABUCHI/mp3_data/素顔.mp3,NAGABUCHI,2
66,../music/NAGABUCHI/mp3_data/くそったれの人生.mp3,NAGABUCHI,2
67,../music/NAGABUCHI/mp3_data/しょっぱい三日月の夜.mp3,NAGABUCHI,2
68,../music/NAGABUCHI/mp3_data/家族.mp3,NAGABUCHI,2
69,../music/NAGABUCHI/mp3_data/昭和.mp3,NAGABUCHI,2
70,../music/NAGABUCHI/mp3_data/GO STRAIGHT.mp3,NAGABUCHI,2
71,../music/NAGABUCHI/mp3_data/激愛.mp3,NAGABUCHI,2
72,../music/NAGABUCHI/mp3_data/Myself.mp3,NAGABUCHI,2
73,../music/NAGABUCHI/mp3_data/TIME GOES AROUND.mp3,NAGABUCHI,2
74,../music/NAGABUCHI/mp3_data/乾杯.mp3,NAGABUCHI,2
75,../music/NAGABUCHI/mp3_data/お家へかえろう.mp3,NAGABUCHI,2
76,../music/NAGABUCHI/mp3_data/ろくなもんじゃねえ.mp3,NAGABUCHI,2
77,../music/NAGABUCHI/mp3_data/一匹の侍.mp3,NAGABUCHI,2
78,../music/NAGABUCHI/mp3_data/孤独なハート.mp3,NAGABUCHI,2
79,../music/NAGABUCHI/mp3_data/STAY DREAM.mp3,NAGABUCHI,2
80,../music/NAGABUCHI/mp3_data/HOLD YOUR LAST CHANCE.mp3,NAGABUCHI,2
81,../music/NAGABUCHI/mp3_data/MOTHER.mp3,NAGABUCHI,2
82,../music/NAGABUCHI/mp3_data/泣いてチンピラ.mp3,NAGABUCHI,2
83,../music/NAGABUCHI/mp3_data/順子.mp3,NAGABUCHI,2
84,../music/NAGABUCHI/mp3_data/とんぼ.mp3,NAGABUCHI,2
85,../music/NAGABUCHI/mp3_data/JEEP.mp3,NAGABUCHI,2
86,../music/NAGABUCHI/mp3_data/JAPAN.mp3,NAGABUCHI,2
87,"../music/YONE/mp3_data/米津玄師 - さよーならまたいつか！「虎に翼」OPタイトルバック・フル　Kenshi Yonezu - Sayonara, Mata Itsuka !.mp3",YONE,6
88,"../music/YONE/mp3_data/米津玄師 - メトロノーム , Kenshi Yonezu - Metronome.mp3",YONE,6
89,../music/YONE/mp3_data/米津玄師  - 地球儀　Kenshi Yonezu - Spinning Globe.mp3,YONE,6
90,"../music/YONE/mp3_data/米津玄師  - フローライト , Kenshi Yonezu - Fluorite.mp3",YONE,6
91,"../music/YONE/mp3_data/米津玄師 - ポッピンアパシー , Kenshi Yonezu - Poppin'Apathy.mp3",YONE,6
92,"../music/YONE/mp3_data/米津玄師  - アンビリーバーズ , Kenshi Yonezu - Unbelivers.mp3",YONE,6
93,"../music/YONE/mp3_data/米津玄師 - LOSER , Kenshi Yonezu.mp3",YONE,6
94,../music/YONE/mp3_data/米津玄師  - M八七 　Kenshi Yonezu - M87.mp3,YONE,6
95,"../music/YONE/mp3_data/米津玄師  - 灰色と青（ ＋菅田将暉 ）,  Kenshi Yonezu - Haiirotoao（+Masaki Suda).mp3",YONE,6
96,../music/YONE/mp3_data/米津玄師 Kenshi Yonezu - KICKBACK.mp3,YONE,6
97,../music/YONE/mp3_data/『僕のヒーローアカデミア』×米津玄師「ピースサイン」スペシャルミュージックビデオ.mp3,YONE,6
98,../music/YONE/mp3_data/米津玄師 - TEENAGE RIOT  Kenshi Yonezu.mp3,YONE,6
99,../music/YONE/mp3_data/米津玄師　MV「サンタマリア」.mp3,YONE,6
100,../music/YONE/mp3_data/米津玄師  - Flamingo  Kenshi Yonezu.mp3,YONE,6
101,../music/YONE/mp3_data/米津玄師 - 春雷   Kenshi Yonezu - Shunrai.mp3,YONE,6
102,../music/YONE/mp3_data/米津玄師 - カナリヤ  Kenshi Yonezu - Canary.mp3,YONE,6
103,"../music/YONE/mp3_data/米津玄師 - さよーならまたいつか！ Kenshi Yonezu - Sayonara, Mata Itsuka !.mp3",YONE,6
104,../music/YONE/mp3_data/米津玄師  - POP SONG  Kenshi Yonezu.mp3,YONE,6
105,../music/YONE/mp3_data/米津玄師　MV『vivi』.mp3,YONE,6
106,../music/YONE/mp3_data/米津玄師 - 毎日　Kenshi Yonezu - Mainichi ( Every Day ).mp3,YONE,6
107,"../music/YONE/mp3_data/米津玄師  - リビングデッド・ユース , Kenshi Yonezu - Living Dead Youth.mp3",YONE,6
108,../music/YONE/mp3_data/米津玄師 - 月を見ていた Kenshi Yonezu - Tsuki Wo Miteita  Moongazing.mp3,YONE,6
109,../music/YONE/mp3_data/米津玄師　MV「MAD HEAD LOVE」.mp3,YONE,6
110,../music/YONE/mp3_data/米津玄師 - パプリカ  Kenshi Yonezu - PAPRIKA.mp3,YONE,6
111,"../music/YONE/mp3_data/米津玄師  - orion , Kenshi Yonezu.mp3",YONE,6
112,../music/YONE/mp3_data/米津玄師 - 海の幽霊  Kenshi Yonezu - Spirits of the Sea.mp3,YONE,6
113,../music/YONE/mp3_data/米津玄師  Kenshi Yonezu  - Lemon.mp3,YONE,6
114,../music/YONE/mp3_data/米津玄師 - カムパネルラ  Kenshi Yonezu - Campanella.mp3,YONE,6
115,"../music/YONE/mp3_data/米津玄師 - ピースサイン , Kenshi Yonezu - Peace Sign.mp3",YONE,6
116,../music/YONE/mp3_data/米津玄師 - がらくた　Kenshi Yonezu - Garakuta JUNK.mp3,YONE,6
117,"../music/YONE/mp3_data/米津玄師  - Flowerwall , Kenshi Yonezu.mp3",YONE,6
118,../music/YONE/mp3_data/米津玄師  Kenshi Yonezu - RED OUT.mp3,YONE,6
119,../music/YONE/mp3_data/米津玄師  - Pale Blue  Kenshi Yonezu.mp3,YONE,6
120,"../music/YONE/mp3_data/米津玄師「地球儀」× 宮﨑駿「君たちはどう生きるか」Kenshi Yonezu - Spinning Globe (Hayao Miyazaki, The Boy and The Heron).mp3",YONE,6
121,"../music/YONE/mp3_data/米津玄師 - WOODEN DOLL , Kenshi Yonezu.mp3",YONE,6
122,../music/YONE/mp3_data/米津玄師 - 感電   Kenshi Yonezu - KANDEN.mp3,YONE,6
123,../music/YONE/mp3_data/米津玄師  Kenshi Yonezu - LADY.mp3,YONE,6
124,"../music/YONE/mp3_data/米津玄師  - アイネクライネ , Kenshi Yonezu - Eine Kleine.mp3",YONE,6
125,../music/YONE/mp3_data/米津玄師 - 死神　 Kenshi Yonezu - Shinigami.mp3,YONE,6
126,../music/YONE/mp3_data/米津玄師　MV『恋と病熱』.mp3,YONE,6
127,../music/YONE/mp3_data/米津玄師　MV『ゴーゴー幽霊船』.mp3,YONE,6
128,../music/YONE/mp3_data/米津玄師  - 馬と鹿   Kenshi Yonezu - Uma to Shika.mp3,YONE,6
129,../music/SPITZ/mp3_data/スピッツ  冷たい頬.mp3,SPITZ,4
130,../music/SPITZ/mp3_data/スピッツ  ハネモノ.mp3,SPITZ,4
131,../music/SPITZ/mp3_data/スピッツ  群青.mp3,SPITZ,4
132,../music/SPITZ/mp3_data/スピッツ  チェリー.mp3,SPITZ,4
133,../music/SPITZ/mp3_data/スピッツ  愛のしるし.mp3,SPITZ,4
134,../music/SPITZ/mp3_data/スピッツ  ルキンフォー.mp3,SPITZ,4
135,../music/SPITZ/mp3_data/スピッツ  メモリーズ.mp3,SPITZ,4
136,../music/SPITZ/mp3_data/スピッツ  つぐみ.mp3,SPITZ,4
137,../music/SPITZ/mp3_data/スピッツ  魔法のコトバ.mp3,SPITZ,4
138,../music/SPITZ/mp3_data/スピッツ  夢じゃない.mp3,SPITZ,4
139,../music/SPITZ/mp3_data/スピッツ  小さな生き物.mp3,SPITZ,4
140,../music/SPITZ/mp3_data/スピッツ  運命の人.mp3,SPITZ,4
141,../music/SPITZ/mp3_data/スピッツ  スカーレット.mp3,SPITZ,4
142,../music/SPITZ/mp3_data/スピッツ  春の歌.mp3,SPITZ,4
143,../music/SPITZ/mp3_data/スピッツ  スピカ.mp3,SPITZ,4
144,../music/SPITZ/mp3_data/スピッツ  スパイダー.mp3,SPITZ,4
145,../music/SPITZ/mp3_data/スピッツ  空も飛べるはず.mp3,SPITZ,4
146,../music/SPITZ/mp3_data/スピッツ  スターゲイザー.mp3,SPITZ,4
147,../music/SPITZ/mp3_data/スピッツ  ロビンソン.mp3,SPITZ,4
148,../music/SPITZ/mp3_data/スピッツ  さらさら.mp3,SPITZ,4
149,../music/SPITZ/mp3_data/スピッツ  放浪カモメはどこまでも.mp3,SPITZ,4
150,../music/SPITZ/mp3_data/スピッツ  渚.mp3,SPITZ,4
151,../music/SPITZ/mp3_data/スピッツ  正夢.mp3,SPITZ,4
152,../music/SPITZ/mp3_data/スピッツ  流れ星.mp3,SPITZ,4
153,../music/SPITZ/mp3_data/スピッツ  ヒバリのこころ.mp3,SPITZ,4
154,../music/SPITZ/mp3_data/スピッツ  若葉.mp3,SPITZ,4
155,../music/SPITZ/mp3_data/スピッツ  テクテク.mp3,SPITZ,4
156,../music/SPITZ/mp3_data/スピッツ  青い車.mp3,SPITZ,4
157,../music/SPITZ/mp3_data/スピッツ  ハチミツ.mp3,SPITZ,4
158,../music/SPITZ/mp3_data/スピッツ  楓.mp3,SPITZ,4
159,../music/SPITZ/mp3_data/スピッツ  シロクマ.mp3,SPITZ,4
160,../music/SPITZ/mp3_data/スピッツ  インディゴ地平線.mp3,SPITZ,4
161,../music/SPITZ/mp3_data/スピッツ  ホタル.mp3,SPITZ,4
162,../music/SPITZ/mp3_data/スピッツ  裸のままで.mp3,SPITZ,4
163,../music/SPITZ/mp3_data/スピッツ  遥か.mp3,SPITZ,4
164,../music/SPITZ/mp3_data/スピッツ  水色の街.mp3,SPITZ,4
165,../music/SPITZ/mp3_data/スピッツ  君は太陽.mp3,SPITZ,4
166,../music/SPITZ/mp3_data/スピッツ  君が思い出になる前に.mp3,SPITZ,4
167,../music/SPITZ/mp3_data/スピッツ  さわって・変わって.mp3,SPITZ,4
168,../music/SPITZ/mp3_data/スピッツ  愛のことば.mp3,SPITZ,4
169,../music/SPITZ/mp3_data/スピッツ  涙がキラリ☆.mp3,SPITZ,4
170,../music/SPITZ/mp3_data/スピッツ  夢追い虫.mp3,SPITZ,4
171,../music/SOUTHEN/mp3_data/サザンオールスターズ - アロエ [Official Music Video].mp3,SOUTHEN,3
172,../music/SOUTHEN/mp3_data/サザンオールスターズ - ピースとハイライト [Official Music Video].mp3,SOUTHEN,3
173,../music/SOUTHEN/mp3_data/サザンオールスターズ - Relay〜杜の詩 [Official Music Video].mp3,SOUTHEN,3
174,../music/SOUTHEN/mp3_data/サザンオールスターズ - 神の島遥か国 [Official Music Video].mp3,SOUTHEN,3
175,../music/SOUTHEN/mp3_data/サザンオールスターズ - 歌えニッポンの空 [Official Music Video].mp3,SOUTHEN,3
176,../music/SOUTHEN/mp3_data/サザンオールスターズ - 蛍 [Official Music Video].mp3,SOUTHEN,3
177,../music/SOUTHEN/mp3_data/サザンオールスターズ - 盆ギリ恋歌 [Official Music Video].mp3,SOUTHEN,3
178,../music/SOUTHEN/mp3_data/サザンオールスターズ - 恋人は南風 [Official Music Video].mp3,SOUTHEN,3
179,../music/SOUTHEN/mp3_data/サザンオールスターズ - 愛はスローにちょっとずつ [Official Music Video].mp3,SOUTHEN,3
180,../music/SOUTHEN/mp3_data/サザンオールスターズ - 愛と欲望の日々 [Official Music Video].mp3,SOUTHEN,3
181,../music/SOUTHEN/mp3_data/サザンオールスターズ - DIRTY OLD MAN～さらば夏よ～ [Official Music Video].mp3,SOUTHEN,3
182,../music/SOUTHEN/mp3_data/サザンオールスターズ - 天国オン・ザ・ビーチ [Official Music Video].mp3,SOUTHEN,3
183,../music/SOUTHEN/mp3_data/サザンオールスターズ - 壮年JUMP [Official Music Video].mp3,SOUTHEN,3
184,../music/SOUTHEN/mp3_data/サザンオールスターズ -  I AM YOUR SINGER [Official Music Video].mp3,SOUTHEN,3
185,../music/SOUTHEN/mp3_data/サザンオールスターズ - 君こそスターだ [Official Music Video].mp3,SOUTHEN,3
186,../music/SOUTHEN/mp3_data/サザンオールスターズ - BOHBO No.5 [Official Music Video].mp3,SOUTHEN,3
187,../music/SOUTHEN/mp3_data/サザンオールスターズ - 東京VICTORY [Official Music Video].mp3,SOUTHEN,3
188,../music/SOUTHEN/mp3_data/サザンオールスターズ - 栄光の男 [Official Music Video].mp3,SOUTHEN,3
189,../music/SOUTHEN/mp3_data/サザンオールスターズ - 涙の海で抱かれたい〜SEA OF LOVE〜 [Official Music Video].mp3,SOUTHEN,3
190,../music/SOUTHEN/mp3_data/サザンオールスターズ - ジャンヌ・ダルクによろしく [Official Music Video].mp3,SOUTHEN,3
191,../music/SOUTHEN/mp3_data/サザンオールスターズ - 恋のブギウギナイト [Official Music Video].mp3,SOUTHEN,3
192,../music/SOUTHEN/mp3_data/サザンオールスターズ - ロックンロール・スーパーマン～Rock’n Roll Superman～ [Official Music Video].mp3,SOUTHEN,3
193,../music/SOUTHEN/mp3_data/サザンオールスターズ - 夢に消えたジュリア [Official Music Video].mp3,SOUTHEN,3
194,../music/SOUTHEN/mp3_data/サザンオールスターズ - 彩〜Aja〜 [Official Music Video].mp3,SOUTHEN,3
195,../music/SOUTHEN/mp3_data/サザンオールスターズ - 闘う戦士(もの)たちへ愛を込めて [Official Music Video].mp3,SOUTHEN,3
196,../music/ARASHI/mp3_data/ARASHI - Endless Game [Official Music Video].mp3,ARASHI,0
197,../music/ARASHI/mp3_data/ARASHI - Find The Answer [Official Music Video].mp3,ARASHI,0
198,../music/ARASHI/mp3_data/ARASHI - Turning Up (R3HAB Remix) [Official Music Video].mp3,ARASHI,0
199,../music/ARASHI/mp3_data/ARASHI - We can make it ! [Official Music Video].mp3,ARASHI,0
200,../music/ARASHI/mp3_data/ARASHI - PIKA☆☆NCHI DOUBLE [Official Music Video].mp3,ARASHI,0
201,../music/ARASHI/mp3_data/ARASHI - Believe [Official Music Video].mp3,ARASHI,0
202,../music/ARASHI/mp3_data/ARASHI - Happiness [Official Music Video].mp3,ARASHI,0
203,../music/ARASHI/mp3_data/ARASHI - I'll be there [Official Music Video].mp3,ARASHI,0
204,../music/ARASHI/mp3_data/ARASHI - Sakura [Official Music Video].mp3,ARASHI,0
205,../music/ARASHI/mp3_data/ARASHI - カイト [Official Music Video].mp3,ARASHI,0
206,../music/ARASHI/mp3_data/ARASHI - truth [Official Music Video].mp3,ARASHI,0
207,../music/ARASHI/mp3_data/ARASHI - BRAVE [Official Music Video].mp3,ARASHI,0
208,../music/ARASHI/mp3_data/ARASHI - Whenever You Call [Official Music Video].mp3,ARASHI,0
209,../music/ARASHI/mp3_data/ARASHI - つなぐ [Official Music Video].mp3,ARASHI,0
210,../music/ARASHI/mp3_data/ARASHI - I seek [Official Music Video].mp3,ARASHI,0
211,../music/ARASHI/mp3_data/ARASHI - a Day in Our Life [Official Music Video].mp3,ARASHI,0
212,../music/ARASHI/mp3_data/ARASHI - Breathless [Official Music Video].mp3,ARASHI,0
213,../music/ARASHI/mp3_data/ARASHI - GUTS ! [Official Music Video].mp3,ARASHI,0
214,../music/ARASHI/mp3_data/ARASHI - Step and Go [Official Music Video].mp3,ARASHI,0
215,../music/ARASHI/mp3_data/ARASHI - 青空の下、キミのとなり [Official Music Video].mp3,ARASHI,0
216,../music/ARASHI/mp3_data/ARASHI - 君のために僕がいる [Official Music Video].mp3,ARASHI,0
217,../music/ARASHI/mp3_data/ARASHI - 台風ジェネレーション ‐Typhoon Generation‐ [Official Music Video].mp3,ARASHI,0
218,../music/ARASHI/mp3_data/ARASHI - きっと大丈夫 [Official Music Video].mp3,ARASHI,0
219,../music/ARASHI/mp3_data/ARASHI - ナイスな心意気 [Official Music Video].mp3,ARASHI,0
220,../music/ARASHI/mp3_data/ARASHI - 感謝カンゲキ雨嵐 [Official Music Video].mp3,ARASHI,0
221,../music/ARASHI/mp3_data/ARASHI - 瞳の中のGalaxy [Official Music Video].mp3,ARASHI,0
222,../music/ARASHI/mp3_data/ARASHI - ハダシの未来 [Official Music Video].mp3,ARASHI,0
223,../music/ARASHI/mp3_data/ARASHI - 愛を叫べ [Official Music Video].mp3,ARASHI,0
224,../music/ARASHI/mp3_data/ARASHI - PIKA☆NCHI [Official Music Video].mp3,ARASHI,0
225,../music/ARASHI/mp3_data/ARASHI - Calling [Official Music Video].mp3,ARASHI,0
226,../music/ARASHI/mp3_data/ARASHI - Love so sweet [Official Music Video].mp3,ARASHI,0
227,../music/ARASHI/mp3_data/ARASHI - Power of the Paradise [Official Music Video].mp3,ARASHI,0
228,../music/ARASHI/mp3_data/ARASHI - ｢未完｣ [Official Music Video].mp3,ARASHI,0
229,../music/ARASHI/mp3_data/ARASHI - Troublemaker [Official Music Video].mp3,ARASHI,0
230,../music/ARASHI/mp3_data/ARASHI - 時代 [Official Music Video].mp3,ARASHI,0
231,../music/ARASHI/mp3_data/ARASHI - 心の空 [Official Music Video].mp3,ARASHI,0
232,../music/ARASHI/mp3_data/ARASHI - NOW or NEVER [Official Music Video].mp3,ARASHI,0
233,../music/ARASHI/mp3_data/ARASHI - Lotus [Official Music Video].mp3,ARASHI,0
234,../music/ARASHI/mp3_data/ARASHI - 夏疾風 [Official Music Video].mp3,ARASHI,0
235,../music/ARASHI/mp3_data/ARASHI - まだ見ぬ世界へ [Official Music Video].mp3,ARASHI,0
236,../music/ARASHI/mp3_data/ARASHI - Dear Snow [Official Music Video].mp3,ARASHI,0
237,../music/ARASHI/mp3_data/ARASHI - 夏疾風 (高校生コラボver.) [Official Music Video].mp3,ARASHI,0
238,../music/ARASHI/mp3_data/ARASHI - とまどいながら [Official Music Video].mp3,ARASHI,0
239,../music/ARASHI/mp3_data/ARASHI - Doors ～勇気の軌跡～ [Official Music Video].mp3,ARASHI,0
240,../music/ARASHI/mp3_data/ARASHI - アオゾラペダル [Official Music Video].mp3,ARASHI,0
241,../music/ARASHI/mp3_data/ARASHI - Lucky Man [Official Music Video].mp3,ARASHI,0
242,../music/ARASHI/mp3_data/ARASHI - Do you... ? [Official Music Video].mp3,ARASHI,0
243,../music/ARASHI/mp3_data/矢野健太 starring Satoshi Ohno - 曇りのち、快晴 [Official Music Video].mp3,ARASHI,0
244,../music/ARASHI/mp3_data/ARASHI - 誰も知らない [Official Music Video].mp3,ARASHI,0
245,../music/ARASHI/mp3_data/ARASHI - Don't You Get It [Official Music Video].mp3,ARASHI,0
246,../music/ARASHI/mp3_data/ARASHI - A-RA-SHI : Reborn [Official Music Video].mp3,ARASHI,0
247,../music/ARASHI/mp3_data/ARASHI - Løve Rainbow [Official Music Video].mp3,ARASHI,0
248,../music/ARASHI/mp3_data/ARASHI - 風の向こうへ [Official Music Video].mp3,ARASHI,0
249,../music/ARASHI/mp3_data/ARASHI - Zero-G [Official Music Video].mp3,ARASHI,0
250,../music/ARASHI/mp3_data/ARASHI - 君のうた [Official Music Video].mp3,ARASHI,0
251,../music/ARASHI/mp3_data/ARASHI - 明日の記憶 [Official Music Video].mp3,ARASHI,0
252,../music/ARASHI/mp3_data/ARASHI - サクラ咲ケ [Official Music Video].mp3,ARASHI,0
253,../music/ARASHI/mp3_data/ARASHI - ワイルド アット ハート [Official Music Video].mp3,ARASHI,0
254,../music/ARASHI/mp3_data/ARASHI - 5×20 [Official Music Video].mp3,ARASHI,0
255,../music/ARASHI/mp3_data/ARASHI - Hero [Official Music Video].mp3,ARASHI,0
256,../music/ARASHI/mp3_data/ARASHI - Crazy Moon～キミ･ハ･ムテキ～ [Official Music Video].mp3,ARASHI,0
257,../music/ARASHI/mp3_data/ARASHI - P･A･R･A･D･O･X [Official Music Video].mp3,ARASHI,0
258,../music/ARASHI/mp3_data/ARASHI - IN THE SUMMER [Official Music Video].mp3,ARASHI,0
259,../music/ARASHI/mp3_data/ARASHI - Whenever You Call [Dance version].mp3,ARASHI,0
260,../music/ARASHI/mp3_data/ARASHI - Beautiful days [Official Music Video].mp3,ARASHI,0
261,../music/ARASHI/mp3_data/ARASHI - 言葉より大切なもの [Official Music Video].mp3,ARASHI,0
262,../music/ARASHI/mp3_data/ARASHI - To be free [Official Music Video].mp3,ARASHI,0
263,../music/ARASHI/mp3_data/ARASHI - Everything [Official Music Video].mp3,ARASHI,0
264,../music/ARASHI/mp3_data/ARASHI - 迷宮ラブソング [Official Music Video].mp3,ARASHI,0
265,../music/ARASHI/mp3_data/ARASHI - Daylight [Official Music Video].mp3,ARASHI,0
266,../music/ARASHI/mp3_data/ARASHI - Face Down [Official Music Video].mp3,ARASHI,0
267,../music/ARASHI/mp3_data/ARASHI - WISH [Official Music Video].mp3,ARASHI,0
268,../music/ARASHI/mp3_data/ARASHI - マイガール [Official Music Video].mp3,ARASHI,0
269,../music/ARASHI/mp3_data/ARASHI - 復活LOVE [Official Music Video].mp3,ARASHI,0
270,../music/ARASHI/mp3_data/ARASHI - Party Starters [Official Music Video].mp3,ARASHI,0
271,../music/ARASHI/mp3_data/ARASHI - Turning Up [Official Music Video].mp3,ARASHI,0
272,../music/ARASHI/mp3_data/ARASHI - Monster [Official Music Video].mp3,ARASHI,0
273,../music/ARASHI/mp3_data/ARASHI - A･RA･SHI [Official Music Video].mp3,ARASHI,0
274,../music/ARASHI/mp3_data/ARASHI - Bittersweet [Official Music Video].mp3,ARASHI,0
275,../music/ARASHI/mp3_data/ARASHI - One Love [Official Music Video].mp3,ARASHI,0
276,../music/ARASHI/mp3_data/ARASHI - 果てない空 [Official Music Video].mp3,ARASHI,0
277,../music/ARASHI/mp3_data/ARASHI - Your Eyes [Official Music Video].mp3,ARASHI,0
278,../music/ARASHI/mp3_data/ARASHI - SUNRISE日本 [Official Music Video].mp3,ARASHI,0
279,../music/TANIMURA/mp3_data/オールド・タイム.mp3,TANIMURA,5
280,../music/TANIMURA/mp3_data/秋のソナタ.mp3,TANIMURA,5
281,../music/TANIMURA/mp3_data/WINGS.mp3,TANIMURA,5
282,../music/TANIMURA/mp3_data/遠くで汽笛を聞きながら.mp3,TANIMURA,5
283,../music/TANIMURA/mp3_data/カノン.mp3,TANIMURA,5
284,../music/TANIMURA/mp3_data/再来.mp3,TANIMURA,5
